,yelp_latitude,yelp_longitude,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
16,45.516926210319546,-73.56425732374191,bXoRrDhojAQ1B3nGNEs7wg,pullman-montréal-3,Pullman,https://s3-media1.fl.yelpcdn.com/bphoto/nl_fQR1ggpULiWDF4TXy7g/o.jpg,False,https://www.yelp.com/biz/pullman-montr%C3%A9al-3?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,204.0,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 45.50845, 'longitude': -73.5721}",[],$$,"{'address1': '3424 Avenue du Parc', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2X 2H5', 'country': 'CA', 'state': 'QC', 'display_address': ['3424 Avenue du Parc', 'Montreal, QC H2X 2H5', 'Canada']}",+15142887779,+1 514-288-7779,1115.7769353596286
17,45.516926210319546,-73.56425732374191,ZWtkJlM4Ixvg6McG2M3JnA,ye-olde-orchard-montréal-5,Ye Olde Orchard,https://s3-media2.fl.yelpcdn.com/bphoto/Tou2iop-wKaIzwaZ8rWDig/o.jpg,False,https://www.yelp.com/biz/ye-olde-orchard-montr%C3%A9al-5?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,53.0,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",4.0,"{'latitude': 45.51343, 'longitude': -73.5726}",[],$$,"{'address1': '20 Rue Prince Arthur', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2X 1S3', 'country': 'CA', 'state': 'QC', 'display_address': ['20 Rue Prince Arthur', 'Montreal, QC H2X 1S3', 'Canada']}",+15148457772,+1 514-845-7772,759.1305301187614
18,45.516926210319546,-73.56425732374191,FpmQN6DHQDBk7o6VUJ1VtA,bootlegger-l-authentique-montréal,Bootlegger l'Authentique,https://s3-media1.fl.yelpcdn.com/bphoto/d5atJ7QNmTaFV69EtPYErQ/o.jpg,False,https://www.yelp.com/biz/bootlegger-l-authentique-montr%C3%A9al?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,43.0,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",4.5,"{'latitude': 45.51323, 'longitude': -73.57058}",[],$$,"{'address1': '3481 Boulevard Saint-Laurent', 'address2': '2 étage', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2X 2T6', 'country': 'CA', 'state': 'QC', 'display_address': ['3481 Boulevard Saint-Laurent', '2 étage', 'Montreal, QC H2X 2T6', 'Canada']}",+14383832226,+1 438-383-2226,648.051735267537
19,45.516926210319546,-73.56425732374191,e2BfYiq7HduvAwuuZzzkOg,café-gitana-montréal-3,Café Gitana,https://s3-media1.fl.yelpcdn.com/bphoto/ryipMmCTt2QUAwh5uj4jbw/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-gitana-montr%C3%A9al-3?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,61.0,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]",3.5,"{'latitude': 45.51634, 'longitude': -73.56652}",[],$$,"{'address1': '2080A Rue Saint-Denis', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2X 3K7', 'country': 'CA', 'state': 'QC', 'display_address': ['2080A Rue Saint-Denis', 'Montreal, QC H2X 3K7', 'Canada']}",+15142810090,+1 514-281-0090,187.74055172179766
20,45.5129938566323,-73.68249848484993,raDMB9FD8yVRT8qXKFMiuA,district-961-saint-laurent,District 961,https://s3-media2.fl.yelpcdn.com/bphoto/uzPrvWHBeehhvCWuae5pxQ/o.jpg,False,https://www.yelp.com/biz/district-961-saint-laurent?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,9.0,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 45.51040614472581, 'longitude': -73.68679067863046}",[],,"{'address1': '1814 Boulevard de la Côte-Vertu', 'address2': '', 'address3': None, 'city': 'Saint-laurent', 'zip_code': 'H4L 2A6', 'country': 'CA', 'state': 'QC', 'display_address': ['1814 Boulevard de la Côte-Vertu', 'Saint-laurent, QC H4L 2A6', 'Canada']}",+15143377961,+1 514-337-7961,441.1953235639151
21,45.5129938566323,-73.68249848484993,oQ2axvdjbjnlbCV6eNtD2A,l-unik-resto-brasserie-saint-laurent,L'Unik Resto Brasserie,https://s3-media4.fl.yelpcdn.com/bphoto/C4TXFfHjbvNzbGV7UXmA8g/o.jpg,False,https://www.yelp.com/biz/l-unik-resto-brasserie-saint-laurent?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,1.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",5.0,"{'latitude': 45.5119011219227, 'longitude': -73.6787078529596}",[],$$,"{'address1': '805 Decarie Boulevard', 'address2': '', 'address3': '', 'city': 'Saint-Laurent', 'zip_code': 'H4L', 'country': 'CA', 'state': 'QC', 'display_address': ['805 Decarie Boulevard', 'Saint-Laurent, QC H4L', 'Canada']}",+15147445345,+1 514-744-5345,319.3828962364092
22,45.51473429416659,-73.69144901633263,raDMB9FD8yVRT8qXKFMiuA,district-961-saint-laurent,District 961,https://s3-media2.fl.yelpcdn.com/bphoto/uzPrvWHBeehhvCWuae5pxQ/o.jpg,False,https://www.yelp.com/biz/district-961-saint-laurent?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,9.0,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 45.51040614472581, 'longitude': -73.68679067863046}",[],,"{'address1': '1814 Boulevard de la Côte-Vertu', 'address2': '', 'address3': None, 'city': 'Saint-laurent', 'zip_code': 'H4L 2A6', 'country': 'CA', 'state': 'QC', 'display_address': ['1814 Boulevard de la Côte-Vertu', 'Saint-laurent, QC H4L 2A6', 'Canada']}",+15143377961,+1 514-337-7961,602.8031506870415
23,45.51473429416659,-73.69144901633263,oQ2axvdjbjnlbCV6eNtD2A,l-unik-resto-brasserie-saint-laurent,L'Unik Resto Brasserie,https://s3-media4.fl.yelpcdn.com/bphoto/C4TXFfHjbvNzbGV7UXmA8g/o.jpg,False,https://www.yelp.com/biz/l-unik-resto-brasserie-saint-laurent?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,1.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",5.0,"{'latitude': 45.5119011219227, 'longitude': -73.6787078529596}",[],$$,"{'address1': '805 Decarie Boulevard', 'address2': '', 'address3': '', 'city': 'Saint-Laurent', 'zip_code': 'H4L', 'country': 'CA', 'state': 'QC', 'display_address': ['805 Decarie Boulevard', 'Saint-Laurent, QC H4L', 'Canada']}",+15147445345,+1 514-744-5345,1041.5645869945452
24,45.566869345371856,-73.64101678133011,EWpT_nrndQrjSpj6ayvokw,broue-pub-brouhaha-montréal-4,Broue Pub Brouhaha,https://s3-media2.fl.yelpcdn.com/bphoto/EQs2OdwT2FLBscsrzZ8eHA/o.jpg,False,https://www.yelp.com/biz/broue-pub-brouhaha-montr%C3%A9al-4?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,9.0,"[{'alias': 'pubs', 'title': 'Pubs'}]",4.0,"{'latitude': 45.568264262417, 'longitude': -73.6531249433756}",[],$$,"{'address1': '10295 Avenue Papineau', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2B 2A1', 'country': 'CA', 'state': 'QC', 'display_address': ['10295 Avenue Papineau', 'Montreal, QC H2B 2A1', 'Canada']}",+14383805563,+1 438-380-5563,955.223557727946
25,45.566869345371856,-73.64101678133011,7v_cFcgAZQeGrPGPJb7lOw,cafe-diablo-montréal,Cafe Diablo,https://s3-media2.fl.yelpcdn.com/bphoto/dNm3eWOsvKvSIj6cdC1ZWQ/o.jpg,False,https://www.yelp.com/biz/cafe-diablo-montr%C3%A9al?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,2.0,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 45.5751709, 'longitude': -73.6351002}",[],,"{'address1': '9480 BD Saint-Michel', 'address2': None, 'address3': '', 'city': 'Montreal', 'zip_code': 'H1Z 3H2', 'country': 'CA', 'state': 'QC', 'display_address': ['9480 BD Saint-Michel', 'Montreal, QC H1Z 3H2', 'Canada']}",+15147291919,+1 514-729-1919,1027.3985463416493
26,45.44791581215845,-73.58381867408752,NdJsR2ayS16VI-XDj1bdwQ,monkees-montréal-3,Monkee's,https://s3-media2.fl.yelpcdn.com/bphoto/JhZtyxosA9Sj25I7prCARw/o.jpg,False,https://www.yelp.com/biz/monkees-montr%C3%A9al-3?adjust_creative=7zAd33d4Zk1oNIgfNm0Psw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7zAd33d4Zk1oNIgfNm0Psw,4.0,"[{'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 45.45259, 'longitude': -73.59412}",[],$,"{'address1': '6625 Boulevard Monk', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H4E', 'country': 'CA', 'state': 'QC', 'display_address': ['6625 Boulevard Monk', 'Montreal, QC H4E', 'Canada']}",+15147671433,+1 514-767-1433,948.1929732322834
